Timestamp,Temperature,Humidity,Moisture
8/5/2023 12:36:52,33,70,751
8/5/2023 12:37:01,33,70,751
8/5/2023 12:37:09,33,70,751
8/5/2023 12:37:18,33,70,751
8/5/2023 12:37:27,33,70,751
8/5/2023 12:37:34,33,70,751
8/5/2023 12:37:42,32.9,69,751
8/5/2023 12:43:38,32.9,70,781
8/5/2023 12:43:47,33,71,777
8/5/2023 12:43:56,33,71,778
8/5/2023 12:44:04,33,70,776
8/5/2023 12:44:11,33,70,779
8/5/2023 12:44:20,33.1,70,778
8/5/2023 12:44:28,33,70,778
8/5/2023 12:44:43,33,70,778
8/5/2023 12:44:52,33.1,70,467
8/5/2023 12:45:00,33.1,70,380
8/5/2023 12:45:09,33.2,70,483
8/5/2023 12:45:18,33.2,70,488
8/5/2023 12:45:27,33.2,69,487
8/5/2023 12:45:35,33.3,69,488
8/5/2023 12:45:43,33.3,69,489
8/5/2023 12:45:51,33.3,69,488
8/5/2023 12:46:01,33.2,69,487
8/5/2023 12:46:10,33.2,69,487
8/5/2023 12:46:19,33.2,69,485
8/5/2023 12:46:28,33.3,69,484
8/5/2023 12:46:37,33.3,69,484
8/5/2023 12:46:46,33.2,69,484
8/5/2023 12:46:55,33.3,68,481
8/5/2023 12:47:04,33.2,68,482
8/5/2023 12:47:12,33.2,69,482
8/5/2023 12:47:20,33.3,69,481
8/5/2023 12:47:28,33.2,69,482
8/5/2023 12:47:37,33.2,69,481
8/5/2023 12:47:45,33.2,69,481
8/5/2023 12:47:54,33.3,69,481
8/5/2023 12:48:02,33.4,68,481
8/5/2023 12:48:11,33.4,68,480
8/5/2023 12:48:19,33.3,68,480
8/5/2023 12:48:27,33.3,68,480
8/5/2023 12:48:35,33.3,68,480
8/5/2023 12:48:45,33.4,68,480
8/5/2023 12:48:53,33.4,68,480
8/5/2023 12:49:01,33.4,67,479
8/5/2023 12:49:10,33.4,67,480
8/5/2023 12:49:18,33.5,67,480
8/5/2023 12:49:27,33.5,67,479
8/5/2023 12:49:36,33.5,68,479
8/5/2023 12:49:45,33.5,68,479
8/5/2023 12:49:54,33.5,67,479
8/5/2023 12:50:02,33.5,67,479
8/5/2023 12:50:10,33.5,67,479
8/5/2023 12:50:18,33.5,67,479
8/5/2023 12:50:27,33.6,67,477
8/5/2023 12:50:35,33.5,67,478
8/5/2023 12:50:44,33.6,67,478
8/5/2023 12:50:52,33.6,67,479
8/5/2023 12:51:01,33.6,67,479
8/5/2023 12:51:09,33.7,67,478
8/5/2023 12:51:17,33.6,67,479
8/5/2023 12:51:25,33.6,67,478
8/5/2023 12:51:35,33.7,67,478
8/5/2023 12:51:44,33.7,66,478
8/5/2023 12:51:53,33.7,66,478
8/5/2023 12:52:02,33.7,66,478
8/5/2023 12:52:11,33.7,66,478
8/5/2023 12:52:19,33.7,66,478
8/5/2023 12:52:27,33.7,66,478
8/5/2023 12:52:35,33.7,66,478
8/5/2023 12:52:43,33.7,66,478
8/5/2023 12:52:52,33.8,66,477
8/5/2023 12:53:00,33.8,66,477
8/5/2023 12:53:09,33.7,66,478
8/5/2023 12:53:18,33.7,66,478
8/5/2023 12:53:27,33.8,66,478
8/5/2023 12:53:37,33.7,66,477
8/5/2023 12:53:46,33.9,66,477
8/5/2023 12:53:54,33.7,66,477
8/5/2023 12:54:02,33.8,66,478
8/5/2023 12:54:10,33.8,67,477
8/5/2023 12:54:18,33.8,66,477
8/5/2023 12:54:27,33.7,66,478
8/5/2023 12:54:36,33.9,66,478
8/5/2023 12:54:44,33.8,66,476
8/5/2023 12:54:53,33.8,65,478
8/5/2023 12:55:01,33.8,66,478
8/5/2023 12:55:10,33.7,66,478
8/5/2023 12:55:18,33.7,66,478
8/5/2023 12:55:27,33.7,66,477
8/5/2023 12:55:35,33.7,66,477
8/5/2023 12:55:43,33.8,66,477
8/5/2023 12:55:51,33.8,67,477
8/5/2023 12:55:59,33.8,66,478
8/5/2023 12:56:08,33.8,66,478
8/5/2023 12:56:17,33.7,66,477
8/5/2023 12:56:26,33.8,66,477
8/5/2023 12:56:35,33.8,66,477
8/5/2023 12:56:44,33.8,66,478
8/5/2023 12:56:52,33.8,66,478
8/5/2023 12:57:00,33.8,66,477
8/5/2023 12:57:08,33.8,66,478
8/5/2023 12:57:17,33.8,67,478
8/5/2023 12:57:25,33.8,66,478
8/5/2023 12:57:33,33.9,66,478
8/5/2023 12:57:42,33.9,67,478
8/5/2023 12:57:51,33.9,66,478
8/5/2023 12:58:00,33.9,66,478
8/5/2023 12:58:09,33.9,66,478
8/5/2023 12:58:18,34,66,477
8/5/2023 12:58:28,34,66,478
8/5/2023 12:58:36,34,66,478
8/5/2023 12:58:44,34,66,478
8/5/2023 12:58:52,34,66,477
8/5/2023 12:59:01,34,66,477
8/5/2023 12:59:10,34,66,478
8/5/2023 12:59:19,34,66,478
8/5/2023 12:59:28,34,66,478
8/5/2023 12:59:38,34,66,478
8/5/2023 12:59:46,34.1,66,478
8/5/2023 12:59:54,34.1,66,478
8/5/2023 13:00:02,34.1,66,478
8/5/2023 13:00:11,34.1,66,479
8/5/2023 13:00:20,34.1,66,478
8/5/2023 13:00:29,34.2,66,478
8/5/2023 13:00:38,34.2,66,478
8/5/2023 13:00:47,34.2,66,478
8/5/2023 13:00:55,34.2,66,479
8/5/2023 13:01:03,34.2,66,477
8/5/2023 13:01:11,34.3,66,478
8/5/2023 13:01:20,34.3,66,479
8/5/2023 13:01:28,34.4,66,478
8/5/2023 13:01:36,34.4,66,478
8/5/2023 13:01:45,34.4,66,478
8/5/2023 13:01:54,34.4,66,478
8/5/2023 13:02:02,34.4,66,478
8/5/2023 13:02:10,34.4,66,478
8/5/2023 13:02:18,34.4,65,478
8/5/2023 13:02:26,34.4,65,477
8/5/2023 13:02:34,34.4,65,478
8/5/2023 13:02:42,34.4,65,479
8/5/2023 13:02:50,34.3,65,479
8/5/2023 13:02:58,34.3,65,479
8/5/2023 13:03:07,34.3,65,478
8/5/2023 13:03:16,34.3,65,478
8/5/2023 13:03:25,34.3,65,478
8/5/2023 13:03:34,34.3,65,479
8/5/2023 13:03:42,34.3,65,477
8/5/2023 13:03:50,34.4,65,479
8/5/2023 13:03:58,34.4,65,477
8/5/2023 13:04:06,34.4,65,478
8/5/2023 13:04:14,34.3,65,479
8/5/2023 13:04:23,34.4,65,479
8/5/2023 13:04:32,34.4,65,479
8/5/2023 13:04:41,34.4,64,480
8/5/2023 13:04:50,34.4,64,479
8/5/2023 13:04:59,34.4,64,479
8/5/2023 13:05:08,34.4,64,479
8/5/2023 13:05:17,34.4,64,480
8/5/2023 13:05:25,34.4,64,480
8/5/2023 13:05:33,34.4,64,479
8/5/2023 13:05:42,34.5,64,480
8/5/2023 13:05:50,34.5,64,480
8/5/2023 13:05:58,34.5,64,480
8/5/2023 13:06:07,34.5,64,480
8/5/2023 13:06:15,34.5,64,481
8/5/2023 13:06:24,34.4,64,481
8/5/2023 13:06:32,34.4,64,480
8/5/2023 13:06:40,34.4,64,482
8/5/2023 13:06:48,34.4,64,481
8/5/2023 13:06:56,34.4,64,481
8/5/2023 13:07:04,34.4,64,480
8/5/2023 13:07:13,34.4,64,481
8/5/2023 13:07:22,34.4,64,482
8/5/2023 13:07:30,34.3,64,482
8/5/2023 13:07:38,34.3,64,482
8/5/2023 13:07:47,34.3,65,482
8/5/2023 13:07:55,34.3,64,482
8/5/2023 13:08:04,34.3,64,482
8/5/2023 13:08:12,34.3,65,483
8/5/2023 13:08:20,34.3,65,483
8/5/2023 13:08:28,34.3,65,483
8/5/2023 13:08:37,34.3,64,483
8/5/2023 13:08:45,34.3,65,483
8/5/2023 13:08:54,34.4,65,483
8/5/2023 13:09:02,34.4,65,482
8/5/2023 13:09:11,34.4,65,483
8/5/2023 13:09:19,34.4,65,484
8/5/2023 13:09:27,34.4,65,484
8/5/2023 13:09:35,34.5,65,484
8/5/2023 13:09:43,34.5,65,484
8/5/2023 13:09:52,34.5,64,483
8/5/2023 13:10:00,34.6,64,484
8/5/2023 13:10:09,34.5,64,484
8/5/2023 13:10:18,34.5,64,484
8/5/2023 13:10:27,34.6,64,485
8/5/2023 13:10:35,34.5,64,485
8/5/2023 13:10:42,34.5,64,485
8/5/2023 13:11:00,34.5,64,486
8/5/2023 13:11:10,34.5,64,486
8/5/2023 13:11:19,34.5,64,486
8/5/2023 13:11:28,34.5,64,487
8/5/2023 13:11:37,34.5,64,487
8/5/2023 13:11:46,34.5,64,487
8/5/2023 13:11:55,34.5,64,487
8/5/2023 13:12:04,34.5,64,488
8/5/2023 13:12:12,34.5,64,488
8/5/2023 13:12:20,34.6,64,488
8/5/2023 13:12:28,34.6,64,488
8/5/2023 13:12:37,34.6,64,487
8/5/2023 13:12:45,34.6,64,488
8/5/2023 13:12:53,34.6,64,489
8/5/2023 13:13:02,34.6,64,489
8/5/2023 13:13:11,34.6,64,489
8/5/2023 13:13:19,34.6,64,490
8/5/2023 13:13:27,34.7,64,489
8/5/2023 13:13:35,34.7,65,490
8/5/2023 13:13:43,34.7,65,490
8/5/2023 13:13:51,34.7,65,491
8/5/2023 13:13:59,34.7,65,491
8/5/2023 13:14:08,34.6,65,491
8/5/2023 13:14:16,34.7,65,491
8/5/2023 13:14:24,34.7,65,492
8/5/2023 13:14:33,34.7,65,492
8/5/2023 13:14:42,34.7,65,493
8/5/2023 13:14:51,34.7,65,493
8/5/2023 13:14:59,34.7,65,493
8/5/2023 13:15:07,34.7,65,494
8/5/2023 13:15:15,34.7,64,494
8/5/2023 13:15:23,34.6,64,494
8/5/2023 13:15:32,34.6,64,494
8/5/2023 13:15:40,34.6,64,493
8/5/2023 13:15:49,34.6,64,494
8/5/2023 13:15:58,34.6,64,495
8/5/2023 13:16:08,34.6,64,494
8/5/2023 13:16:16,34.6,64,496
8/5/2023 13:16:25,34.6,64,495
8/5/2023 13:16:34,34.6,64,496
8/5/2023 13:16:42,34.6,64,496
8/5/2023 13:16:50,34.6,65,497
8/5/2023 13:16:59,34.6,65,496
8/5/2023 13:17:07,34.7,65,497
8/5/2023 13:17:15,34.6,65,497
8/5/2023 13:17:24,34.6,65,497
8/5/2023 13:17:32,34.6,65,497
8/5/2023 13:17:41,34.6,65,498
8/5/2023 13:17:49,34.6,65,498
8/5/2023 13:17:57,34.6,65,497
8/5/2023 13:18:07,34.6,65,499
8/5/2023 13:18:15,34.7,65,499
8/5/2023 13:18:24,34.7,65,499
8/5/2023 13:18:33,34.7,65,500
8/5/2023 13:18:42,34.7,65,500
8/5/2023 13:18:51,34.8,65,501
8/5/2023 13:18:59,34.7,65,501
8/5/2023 13:19:07,34.8,65,501
8/5/2023 13:19:16,34.7,65,501
8/5/2023 13:19:25,34.8,65,502
8/5/2023 13:19:34,34.8,65,502
8/5/2023 13:19:43,34.8,65,502
8/5/2023 13:19:52,34.7,65,503
8/5/2023 13:20:01,34.8,64,502
8/5/2023 13:20:09,34.8,64,503
8/5/2023 13:20:17,34.8,64,503
8/5/2023 13:20:26,34.8,64,504
8/5/2023 13:20:34,34.8,64,504
8/5/2023 13:20:43,34.7,64,505
8/5/2023 13:20:52,34.7,65,505
8/5/2023 13:21:02,34.7,65,505
8/5/2023 13:21:11,34.8,65,505
8/5/2023 13:21:20,34.8,65,505
8/5/2023 13:21:29,34.7,64,506
8/5/2023 13:21:38,34.7,65,504
8/5/2023 13:21:47,34.7,65,506
8/5/2023 13:21:55,34.7,65,506
8/5/2023 13:22:04,34.7,65,509
8/5/2023 13:22:12,34.6,65,510
8/5/2023 13:22:21,34.6,65,510
8/5/2023 13:22:30,34.6,65,510
8/5/2023 13:22:39,34.6,65,510
8/5/2023 13:22:49,34.6,65,508
8/5/2023 13:22:57,34.6,65,509
8/5/2023 13:23:06,34.6,65,510
8/5/2023 13:23:16,34.6,65,510
8/5/2023 13:23:24,34.6,65,510
8/5/2023 13:23:33,34.6,65,510
8/5/2023 13:23:41,34.6,65,510
8/5/2023 13:23:50,34.6,65,510
8/5/2023 13:23:58,34.6,65,509
8/5/2023 13:24:07,34.6,65,510
8/5/2023 13:24:16,34.7,65,511
8/5/2023 13:24:25,34.7,65,510
8/5/2023 13:24:34,34.7,64,510
8/5/2023 13:24:43,34.7,64,510
8/5/2023 13:24:52,34.7,64,510
8/5/2023 13:25:01,34.6,64,509
8/5/2023 13:25:11,34.7,64,510
8/5/2023 13:25:20,34.7,64,510
8/5/2023 13:25:28,34.7,64,510
8/5/2023 13:25:36,34.6,64,510
8/5/2023 13:25:44,34.6,64,510
8/5/2023 13:25:52,34.6,64,509
8/5/2023 13:26:01,34.6,64,510
8/5/2023 13:26:09,34.6,65,510
8/5/2023 13:26:17,34.6,65,510
8/5/2023 13:26:26,34.6,65,511
8/5/2023 13:26:34,34.6,64,510
8/5/2023 13:26:42,34.6,64,510
8/5/2023 13:26:51,34.6,64,509
8/5/2023 13:27:00,34.6,64,510
8/5/2023 13:27:09,34.6,64,510
8/5/2023 13:27:18,34.6,64,510
8/5/2023 13:27:27,34.6,64,510
8/5/2023 13:27:36,34.6,64,510
8/5/2023 13:27:44,34.6,64,510
8/5/2023 13:27:52,34.7,64,509
8/5/2023 13:28:01,34.7,64,510
8/5/2023 13:28:10,34.7,64,510
8/5/2023 13:28:19,34.7,64,509
8/5/2023 13:28:28,34.6,64,509
8/5/2023 13:28:37,34.7,64,510
8/5/2023 13:28:46,34.7,64,510
8/5/2023 13:28:54,34.6,64,509
8/5/2023 13:29:02,34.7,64,509
8/5/2023 13:29:11,34.7,64,510
8/5/2023 13:29:20,34.6,64,511
8/5/2023 13:29:29,34.6,64,510
8/5/2023 13:29:38,34.6,63,510
8/5/2023 13:29:47,34.6,63,510
8/5/2023 13:29:56,34.6,64,510
8/5/2023 13:30:05,34.5,63,510
8/5/2023 13:30:14,34.5,63,510
8/5/2023 13:30:23,34.4,63,510
8/5/2023 13:30:33,34.4,64,509
8/5/2023 13:30:42,34.4,64,510
8/5/2023 13:30:51,34.4,64,510
8/5/2023 13:31:02,34.4,64,510
8/5/2023 13:31:11,34.4,64,510
8/5/2023 13:31:23,34.5,64,510
8/5/2023 13:31:32,34.5,64,510
8/5/2023 13:31:41,34.5,64,510
8/5/2023 13:31:51,34.6,64,510
8/5/2023 13:32:01,34.6,63,510
8/5/2023 13:32:10,34.6,64,510
8/5/2023 13:32:23,34.6,63,509
8/5/2023 13:32:32,34.6,63,510
8/5/2023 13:32:40,34.6,63,510
8/5/2023 13:32:53,34.6,63,510
8/5/2023 13:33:04,34.6,63,510
8/5/2023 13:33:12,34.6,62,510
8/5/2023 13:33:21,34.6,62,510
8/5/2023 13:33:29,34.6,62,510
8/5/2023 13:33:38,34.6,63,510
8/5/2023 13:33:47,34.6,63,510
8/5/2023 13:33:55,34.6,63,508
8/5/2023 13:34:03,34.6,63,510
8/5/2023 13:34:11,34.5,63,510
8/5/2023 13:34:20,34.6,63,511
8/5/2023 13:34:30,34.6,63,510
8/5/2023 13:34:38,34.6,63,509
8/5/2023 13:34:48,34.7,63,510
8/5/2023 13:34:57,34.7,63,510
8/5/2023 13:35:06,34.7,63,510
8/5/2023 13:35:15,34.8,63,510
8/5/2023 13:35:24,34.8,62,511
8/5/2023 13:35:33,34.7,62,510
8/5/2023 13:35:41,34.7,62,510
8/5/2023 13:35:49,34.7,62,510
8/5/2023 13:35:57,34.7,63,510
8/5/2023 13:36:06,34.8,62,510
8/5/2023 13:36:16,34.8,62,510
8/5/2023 13:36:25,34.8,62,510
8/5/2023 13:36:34,34.8,62,510
8/5/2023 13:36:43,34.8,62,510
8/5/2023 13:36:51,34.7,62,510
8/5/2023 13:36:59,34.8,62,509
8/5/2023 13:37:07,34.7,62,510
8/5/2023 13:37:16,34.7,62,510
8/5/2023 13:37:25,34.7,62,510
8/5/2023 13:37:35,34.6,62,511
8/5/2023 13:37:44,34.7,62,510
8/5/2023 13:37:53,34.8,62,510
8/5/2023 13:38:01,34.8,63,510
8/5/2023 13:38:09,34.7,63,511
8/5/2023 13:38:17,34.8,63,510
8/5/2023 13:38:25,34.7,63,510
8/5/2023 13:38:34,34.7,63,511
8/5/2023 13:38:42,34.8,63,510
8/5/2023 13:38:51,34.7,62,509
8/5/2023 13:38:59,34.7,62,510
8/5/2023 13:39:07,34.6,62,510
8/5/2023 13:39:16,34.6,62,510
8/5/2023 13:39:25,34.6,62,511
8/5/2023 13:39:37,34.6,62,510
8/5/2023 13:39:45,34.6,62,510
8/5/2023 13:39:53,34.6,63,511
8/5/2023 13:40:01,34.6,63,511
8/5/2023 13:40:09,34.6,63,510
8/5/2023 13:40:19,34.6,63,510
8/5/2023 13:40:28,34.6,63,510
8/5/2023 13:40:37,34.6,63,511
8/5/2023 13:40:46,34.6,63,510
8/5/2023 13:40:53,34.7,63,510
8/5/2023 13:41:01,34.7,63,511
8/5/2023 13:41:10,34.6,63,510
